"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.92457598245084e-44,2.22967025856997,0.328,0.067,1.34527627442121e-39,"1","HAMP"
6.30352604398294e-90,2.22257563320113,0.57,0.1,8.54442955261888e-86,"1","FGL1"
5.71834867247323e-75,2.21870639085533,0.51,0.099,7.75122162553747e-71,"1","ITIH4"
6.54111757582034e-80,2.19720902863424,0.584,0.128,8.86648487402448e-76,"1","FABP1"
2.52315142888596e-63,2.17728318703936,0.438,0.084,3.42013176185492e-59,"1","AGT"
2.61884309815864e-98,2.16118213241326,0.672,0.143,3.54984181955404e-94,"1","HPD"
5.79235385555581e-101,2.09885353848275,0.725,0.168,7.85153565120591e-97,"1","SPP1"
1.1316446082572e-113,2.08375630228066,0.818,0.206,1.53394426649263e-109,"1","APOC2"
3.38395357510482e-33,2.07224036223701,0.273,0.061,4.58694907105458e-29,"1","C4BPA"
7.28134209968463e-50,2.06912005659111,0.377,0.079,9.86985921612251e-46,"1","DHCR24"
2.31625940126907e-84,2.03262068534798,0.642,0.15,3.13968961842022e-80,"1","PRAP1"
9.8501563444048e-126,2.02102752263667,0.923,0.267,1.33518869248407e-121,"1","APOC1"
2.49013896686593e-33,2.02079897688714,0.262,0.055,3.37538336958677e-29,"1","F2"
9.48609637895168e-50,2.0136249439994,0.375,0.076,1.2858403641669e-45,"1","KNG1"
8.67825020115268e-88,2.00901539620652,0.711,0.191,1.17633681476625e-83,"1","GPX2"
1.14588033842333e-37,1.98060988677144,0.311,0.07,1.55324079873283e-33,"1","LBP"
3.39648909406955e-40,1.89526809480328,0.364,0.09,4.60394096701128e-36,"1","ALDH3A1"
6.69337954491219e-86,1.87756769200214,0.672,0.157,9.07287597312847e-82,"1","AHSG"
3.07096839977852e-38,1.85128343543467,0.35,0.088,4.16269766589978e-34,"1","TMEM176A"
6.49645299467017e-29,1.8408300489493,0.287,0.077,8.80594203427541e-25,"1","MT1X"
7.42555361615605e-56,1.82994678748976,0.496,0.127,1.00653379266995e-51,"1","SERPINF2"
1.40831820666594e-26,1.81178408160393,0.267,0.072,1.90897532913568e-22,"1","GSTK1"
3.94295557297253e-29,1.75439575448258,0.289,0.077,5.34467627916427e-25,"1","IGFBP1"
4.69908419762571e-95,1.736299465478,0.796,0.215,6.36960862988165e-91,"1","MT-ND4"
7.28567909365363e-27,1.72685329452566,0.287,0.082,9.87573801144749e-23,"1","STARD10"
3.54152772313169e-26,1.69472454180961,0.262,0.069,4.80054082870501e-22,"1","ALDH1L1"
2.00006492405098e-49,1.69289584776064,0.463,0.12,2.7110880045511e-45,"1","EPHX1"
1.68888887882281e-106,1.6867094593309,0.959,0.403,2.28928887524432e-102,"1","MT2A"
9.37002708208049e-44,1.67948230976557,0.471,0.145,1.27010717097601e-39,"1","P4HB"
1.174155956209e-102,1.67428291691224,0.89,0.26,1.5915683986413e-98,"1","MT-ATP6"
8.35635162031196e-82,1.58998002418146,0.747,0.202,1.13270346213329e-77,"1","MT-CYB"
2.73169611696353e-25,1.58678887340229,0.314,0.102,3.70281408654406e-21,"1","MT1E"
9.391624587141e-34,1.58497363335749,0.383,0.116,1.27303471278696e-29,"1","GATM"
1.09882998309396e-41,1.48997476859844,0.548,0.206,1.48946404208387e-37,"1","GLUL"
4.80873874444128e-50,1.48687705722354,0.59,0.198,6.51824536809015e-46,"1","SQSTM1"
1.4409188507551e-45,1.45801326701066,0.603,0.23,1.95316550219853e-41,"1","NNMT"
4.6060646395464e-18,1.44273762848997,0.251,0.086,6.24352061890514e-14,"1","TMBIM6"
7.31781755212833e-87,1.43287068517034,0.956,0.516,9.91930169190995e-83,"1","C3"
2.59592856287288e-30,1.39083036975251,0.405,0.138,3.51878116697419e-26,"1","SPINK1"
8.83482577345503e-33,1.38813463669564,0.463,0.169,1.19756063359183e-28,"1","SERPING1"
4.07129813337741e-17,1.38208265846848,0.262,0.097,5.51864461979307e-13,"1","IFI27"
4.38816417014923e-48,1.37529765752767,0.606,0.205,5.94815653263729e-44,"1","GPX3"
7.17711219502942e-35,1.35628155824021,0.361,0.097,9.72857558036238e-31,"1","MT-ND1"
1.86184609576495e-22,1.34440000431841,0.292,0.095,2.52373238280938e-18,"1","NQO1"
5.22419842066675e-86,1.34116774003648,0.97,0.568,7.08140095921378e-82,"1","APOE"
1.23105731345263e-16,1.33883723857082,0.275,0.108,1.66869818838503e-12,"1","CFH"
1.73748584412712e-40,1.32236296001505,0.576,0.216,2.35516206171431e-36,"1","EEF2"
1.53656532449279e-54,1.26868710224354,0.733,0.285,2.08281429734997e-50,"1","MT-CO3"
1.14265375448133e-38,1.25295595280824,0.584,0.234,1.54886716419945e-34,"1","A2M"
2.09541057603315e-28,1.23327148292488,0.482,0.199,2.84032903581293e-24,"1","SOD2"
3.37864565184405e-25,1.21128475663788,0.427,0.173,4.5797541810746e-21,"1","UQCRQ"
2.24581499348764e-20,1.14753386961005,0.377,0.159,3.0442022236725e-16,"1","RARRES2"
5.29332627845196e-79,1.14146097728955,0.981,0.642,7.17510377044163e-75,"1","FTL"
4.65127730807453e-12,1.10378149598138,0.251,0.11,6.30480639109503e-08,"1","NDUFB11"
3.05339594430825e-18,1.03989256473876,0.43,0.21,4.13887820250983e-14,"1","SELENOP"
1.06785260542347e-12,0.997459071463661,0.251,0.106,1.44747420665151e-08,"1","PLA2G2A"
4.41851258732353e-27,0.984940140270174,0.501,0.206,5.98929381211705e-23,"1","UBB"
6.19287951068953e-16,0.957640334222233,0.342,0.15,8.39444817673966e-12,"1","HINT1"
1.20084652067377e-11,0.932201019230405,0.303,0.149,1.62774745877329e-07,"1","IFITM2"
2.79487041938962e-31,0.926874720714104,0.719,0.364,3.78844685348263e-27,"1","IFITM3"
3.5338844554895e-14,0.904605959382617,0.358,0.173,4.79018037941602e-10,"1","C1R"
1.54889089068685e-28,0.891014159054955,0.683,0.34,2.09952160232602e-24,"1","CLU"
6.98549801675809e-21,0.88414704727015,0.592,0.338,9.46884256171559e-17,"1","FN1"
1.37613798674724e-08,0.879769197264614,0.259,0.137,0.000186535504103588,"1","PUF60"
3.05248999680507e-13,0.856967596449481,0.342,0.168,4.13765019066927e-09,"1","TMEM176B"
5.02279956360524e-21,0.849561218217301,0.562,0.296,6.80840480846691e-17,"1","C1S"
4.33776086528319e-13,0.841722293116649,0.361,0.182,5.87983485289136e-09,"1","ENO1"
9.23881074990317e-14,0.807961717394753,0.43,0.229,1.25232079714937e-09,"1","NME2"
2.73604462484285e-11,0.805496975837022,0.298,0.144,3.70870848897448e-07,"1","UQCR11"
9.00468394900953e-28,0.738856274548342,0.837,0.524,1.22058490928824e-23,"1","RPL8"
4.0783647385633e-21,0.738377315897203,0.661,0.375,5.52822340312255e-17,"1","GAPDH"
2.36379757781324e-20,0.73562350415339,0.567,0.287,3.20412761672585e-16,"1","MT-CO2"
7.10627408946758e-08,0.728810022129141,0.275,0.153,0.00096325545282733,"1","ATP6V0C"
6.90215154202224e-31,0.72099898496024,0.871,0.501,9.35586641521115e-27,"1","RPL36"
1.64842724890957e-09,0.710965182816821,0.353,0.2,2.23444313589692e-05,"1","EMILIN1"
5.65892915134825e-07,0.61227132692712,0.309,0.186,0.00767067846465255,"1","NDUFA13"
2.32835828664996e-06,0.60968843795381,0.267,0.157,0.0315608965755402,"1","ATP5F1B"
5.41960189899605e-09,0.567158638384549,0.317,0.17,7.34627037408915e-05,"1","RPS26"
3.43706636315608e-15,0.488707137362624,0.691,0.428,4.65894345525807e-11,"1","RPL35"
