"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.000152397673739941,0.639455992445182,0.331,0.192,1,"1","CCN1"
0.00415922648990978,0.632991328719051,0.305,0.205,1,"1","HSPB1"
0.00443209294171154,0.62555890418556,0.312,0.214,1,"1","RPS10"
0.00142288527611014,0.599314369552443,0.305,0.193,1,"1","EIF1"
0.0048863817205926,0.566952567156223,0.299,0.201,1,"1","CTSB"
0.000320643629127906,0.563728666281937,0.409,0.266,1,"1","RPL31"
0.000204503720815067,0.547903699120254,0.487,0.328,1,"1","RPL17"
0.00779477972457541,0.531966103897149,0.331,0.228,1,"1","RPS25"
0.00470912074155227,0.525593537395166,0.416,0.304,1,"1","RPL32"
0.000327550520204351,0.512218222294702,0.643,0.498,1,"1","TMSB4X"
0.00101462655682064,0.497639475824164,0.422,0.292,1,"1","RPL7"
0.00251077312852793,0.489295026329777,0.565,0.459,1,"1","RPL41"
0.0051455086581261,0.477059168488977,0.461,0.347,1,"1","C3"
0.00534619332025614,0.432092149563998,0.331,0.218,1,"1","RPL12"
2.83507885123913e-06,0.32912029523585,0.143,0.353,0.0389851692833892,"1","IGLC1"
0.00945029836367699,0.309633897470322,0.377,0.265,1,"1","RPL35"
3.1321199145536e-15,0.296337855404007,0.117,0.493,4.30697809450266e-11,"1","IGHG4"
9.70658207813927e-66,2.8126085630647,0.724,0.102,1.33475210156493e-61,"2","RPS29"
1.12542935708421e-38,2.80356150068997,0.495,0.082,1.5475779089265e-34,"2","RPL23A"
7.76124651931651e-45,2.59569820674466,0.619,0.112,1.06724900887121e-40,"2","RPS23"
2.06778518802447e-52,2.29218248134244,0.943,0.296,2.84341141205244e-48,"2","RPL17"
9.30864957583349e-39,2.2793466025308,0.6,0.116,1.28003240317286e-34,"2","RPS21"
7.29503957845564e-35,2.08664427364925,0.676,0.176,1.00314089243344e-30,"2","RPL26"
2.55773734891971e-38,2.06710827734032,0.819,0.266,3.51714462849949e-34,"2","RPL34"
6.43248294762065e-18,1.93204627216351,0.381,0.097,8.84530730127316e-14,"2","RACK1"
5.5534734655646e-33,1.85282916713184,0.695,0.186,7.63658136249788e-29,"2","RPS10"
9.58094638971085e-35,1.84536605916802,0.8,0.253,1.31747593804914e-30,"2","RPS27A"
4.66672400883729e-41,1.83209029834509,0.943,0.405,6.41721218455215e-37,"2","EEF1A1"
1.05137440740391e-22,1.79381708878513,0.543,0.155,1.44574494762112e-18,"2","FAU"
