Sample ID,Number of Spots Under Tissue,Number of Reads,Mean Reads per Spot,Mean Reads Under Tissue per Spot,Fraction of Spots Under Tissue,Median Genes per Spot,Median UMI Counts per Spot,Valid Barcodes,Valid UMIs,Sequencing Saturation,Q30 Bases in Barcode,Q30 Bases in Probe Read,Q30 Bases in UMI,Reads Mapped to Probe Set,Reads Mapped Confidently to Probe Set,Fraction Reads in Spots Under Tissue,Median Panel Genes per Spot,Median Panel UMI Counts per Spot,Genes Detected,Reads Mapped Confidently to the Filtered Probe Set,Number of Panel Genes,Number of Panel Genes >= 10 UMIs
1152734_1168527,1872,225861372,120652.44230769233,102275.87606837606,0.375,4342.5,9944.0,0.968580944421076,0.9999405564577905,0.8872999385037518,0.960582984437648,0.9418386316592758,0.9602501717724096,0.97695176933575,0.9699389057107118,0.8782844063149045,3983.5,8017.5,16954,0.7808121036296547,17943,14887
