Feature ID,Feature Name,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000177426,TGIF1,0.05710022544285817,3.4638958368304884e-14,2.3239766528541395e-13,2311,1.0721553416910614,1157
ENSG00000133574,GIMAP4,0.0570783782646716,3.441691376337985e-14,2.3099934914661204e-13,1041,0.5349280806603651,730
ENSG00000173442,EHBP1L1,0.057064841261577556,3.574918139293004e-14,2.396566316076457e-13,4061,2.0206373841335408,1553
ENSG00000101445,PPP1R16B,0.05704509171472975,3.1530333899354446e-14,2.1187684539423515e-13,370,0.20779246786670472,326
ENSG00000100151,PICK1,0.05703118982126554,3.597122599785507e-14,2.4104986781329444e-13,654,0.2721017057008979,508
ENSG00000158315,RHBDL2,0.05702629947468286,2.930988785010413e-14,1.9742544243570338e-13,193,0.07490108333977459,170
ENSG00000128654,MTX2,0.05700894554948592,3.752553823233029e-14,2.511677754405557e-13,1307,0.5707905129958679,863
ENSG00000241553,ARPC4,0.056953154716915595,3.930189507173054e-14,2.6284983394324246e-13,6434,3.0636410304691086,1694
ENSG00000197479,PCDHB11,0.05694345902710793,3.197442310920451e-14,2.1477589912577387e-13,191,0.0784699513807208,150
ENSG00000130413,STK33,0.0569245802532949,3.5083047578154947e-14,2.352840144936863e-13,275,0.11794002785779502,236
ENSG00000108700,CCL8,0.05691655545645698,2.9531932455029164e-14,1.9884209008838936e-13,115,0.056082636024315576,99
ENSG00000166803,PCLAF,0.0568754414105337,3.730349362740526e-14,2.4978018600277596e-13,266,0.10788119753513213,221
ENSG00000182985,CADM1,0.05684762282978677,4.285460875053104e-14,2.8638432666791616e-13,655,0.28562252760588464,490
ENSG00000155744,FAM126B,0.05679188607024847,4.6851411639181606e-14,3.128471181294545e-13,1305,0.5688878650363948,812
ENSG00000276085,CCL3L1,0.056737686822515294,3.419486915845482e-14,2.295999254306705e-13,131,0.08215257264104625,115
ENSG00000150527,MIA2,0.05672942469363503,4.8627768478581856e-14,3.244530447799594e-13,1046,0.46440027975225395,705
ENSG00000139083,ETV6,0.0567184887090487,5.062616992290714e-14,3.375210715190592e-13,1549,0.6944935227835957,943
ENSG00000067560,RHOA,0.05671162041962634,4.729550084903167e-14,3.15688158029324e-13,14760,7.248895616804064,1845
ENSG00000137124,ALDH1B1,0.056696708024820915,4.973799150320701e-14,3.3173009753948533e-13,660,0.36542462523573777,530
ENSG00000164465,DCBLD1,0.05669208140497444,5.1958437552457326e-14,3.462670401982553e-13,1532,0.7208552681144637,951
ENSG00000164128,NPY1R,0.056626063661561594,3.952393967665557e-14,2.642306282642029e-13,148,0.0652122592485822,126
ENSG00000104695,PPP2CB,0.05661203561043984,5.551115123125783e-14,3.6936266011567705e-13,6073,2.8864995254063404,1693
ENSG00000113068,PFDN1,0.05660540592580786,5.639932965095795e-14,3.751252392712205e-13,1304,0.5737814755285471,831
ENSG00000164484,TMEM200A,0.05657995334843914,5.684341886080802e-14,3.7793071504554473e-13,834,0.41418400572215747,622
ENSG00000142634,EFHD2,0.05656969645637904,5.906386491005833e-14,3.920786083340364e-13,3470,1.6142240327433937,1386
ENSG00000198535,C2CD4A,0.05655771966656818,4.3076653355456074e-14,2.877547600427117e-13,131,0.04997513234476475,117
ENSG00000175198,PCCA,0.05655461523613359,5.81756864903582e-14,3.863339556433737e-13,778,0.34757304730297356,591
ENSG00000112214,FHL5,0.05649325828213597,5.728750807065808e-14,3.805848008737998e-13,348,0.17614215008876052,296
ENSG00000179772,FOXS1,0.0564919225051497,5.728750807065808e-14,3.805848008737998e-13,347,0.16045574062409232,286
ENSG00000148175,STOM,0.056487756729339825,6.394884621840902e-14,4.240081105932368e-13,2025,1.0437148384278592,1175
ENSG00000070190,DAPP1,0.056390100044318936,6.23945339839338e-14,4.138642132877988e-13,298,0.1476103006970917,258
ENSG00000100897,DCAF11,0.0563670461158934,7.194245199571014e-14,4.760781932612295e-13,1472,0.6505895207164922,899
ENSG00000130226,DPP6,0.056351491584181804,5.417888360170764e-14,3.609229047478787e-13,134,0.06809232133568446,115
ENSG00000010030,ETV7,0.05633747828570597,6.52811138479592e-14,4.32672401946169e-13,280,0.10965511652154852,233
ENSG00000102048,ASB9,0.05633629554291941,5.928590951498336e-14,3.9339855574051975e-13,183,0.0890349940325676,154
ENSG00000114107,CEP70,0.056335447436207546,6.59472476627343e-14,4.3691662245955344e-13,326,0.12586068787684004,265
ENSG00000171219,CDC42BPG,0.056326113954216495,6.705747068735946e-14,4.440985773568329e-13,336,0.13580263979883242,282
ENSG00000134470,IL15RA,0.05631539682082836,7.37188088351104e-14,4.876428735819203e-13,699,0.30917685160816083,534
ENSG00000239672,NME1,0.0563094074081431,7.593925488436071e-14,5.02134995050488e-13,1418,0.6372063345741933,860
ENSG00000211850,TRAJ39,0.056297189980748584,6.727951529228449e-14,4.4539511997867674e-13,285,0.15303002788761155,251
ENSG00000143167,GPA33,0.056285554518874986,1.7541523789077473e-14,1.19389399566447e-13,37,0.013836625923598305,32
ENSG00000101040,ZMYND8,0.05626798498977668,7.882583474838611e-14,5.208157452549252e-13,1309,0.589054272940866,829
ENSG00000148498,PARD3,0.05626354519397766,7.904787935331115e-14,5.220793714670966e-13,929,0.4138020163783246,678
ENSG00000157483,MYO1E,0.05623266543348632,8.260059303211165e-14,5.44694848022723e-13,1411,0.6618952857409913,900
ENSG00000168077,SCARA3,0.05620637476248415,8.171241461241152e-14,5.390475787310603e-13,660,0.33249975213850436,513
ENSG00000137831,UACA,0.05618831190142443,8.593126210598712e-14,5.664380317826228e-13,3781,1.9393686922511164,1524
ENSG00000156052,GNAQ,0.05616616532419371,8.859579736508749e-14,5.835482317512406e-13,2697,1.2621701795686813,1312
ENSG00000166801,FAM111A,0.0561521956108953,8.815170815523743e-14,5.808488379572078e-13,1008,0.4525125144754269,719
ENSG00000069431,ABCC9,0.05605619385086918,9.636735853746359e-14,6.339977480186875e-13,905,0.5080312679472329,695
ENSG00000112812,PRSS16,0.05604173489972152,8.038014698286133e-14,5.304651661920713e-13,186,0.06867637508028321,165
ENSG00000139970,RTN1,0.056039623955638836,9.170442183403793e-14,6.037890360288462e-13,416,0.19811254022309108,333
ENSG00000086666,ZFAND6,0.05603454226396535,1.0080825063596421e-13,6.626999151927635e-13,1683,0.7359859580877142,971
ENSG00000134363,FST,0.05594794053796197,9.214851104388799e-14,6.064774286638498e-13,202,0.12595242282776545,177
ENSG00000197961,ZNF121,0.055947711594258966,1.0902390101819037e-13,7.161531258668731e-13,1249,0.5518995471343969,811
ENSG00000177098,SCN4B,0.05594148342262648,1.0014211682118912e-13,6.585762019342282e-13,308,0.14649196184190055,276
ENSG00000159352,PSMD4,0.05590380884109302,1.1457501614131615e-13,7.514525430018856e-13,2250,1.052713915892762,1191
ENSG00000131236,CAP1,0.0558936904773669,1.156852391659413e-13,7.581474854346228e-13,3291,1.5597734485726817,1418
ENSG00000172572,PDE3A,0.05588296144154922,1.156852391659413e-13,7.581474854346228e-13,1175,0.6467810614391135,851
ENSG00000197329,PELI1,0.055867730578557324,1.1746159600534156e-13,7.694914600751781e-13,997,0.4620572381028528,705
ENSG00000100167,SEPTIN3,0.05586758699410963,7.638334409421077e-14,5.048745480597463e-13,93,0.034671643504469336,82
ENSG00000161381,PLXDC1,0.05583602353023572,1.2279066652354231e-13,8.037810657297824e-13,1698,0.8102617688298239,997
ENSG00000125538,IL1B,0.05582815639803564,1.1235457009206584e-13,7.377456937803579e-13,487,0.24284727716358911,357
ENSG00000157168,NRG1,0.055819881851934844,1.0125233984581428e-13,6.653613061030756e-13,261,0.12012877678208142,211
ENSG00000168763,CNNM3,0.05581900053377492,1.2256862191861728e-13,8.026374723863413e-13,870,0.3775833548290904,638
ENSG00000163145,C1QTNF7,0.05581618403074276,1.1457501614131615e-13,7.514525430018856e-13,347,0.18754456443383363,299
ENSG00000164056,SPRY1,0.05573071065856437,1.3589129821411916e-13,8.878231483322452e-13,2900,1.4598310336441722,1329
ENSG00000143774,GUK1,0.05572578811927246,1.3367085216486885e-13,8.739898293880395e-13,7126,3.3578426956387277,1739
ENSG00000106025,TSPAN12,0.05567941965378135,1.27675647831893e-13,8.35435327418724e-13,294,0.12362575726913047,262
ENSG00000142632,ARHGEF19,0.055673316758303525,5.551115123125783e-14,3.6936266011567705e-13,43,0.014373314852178718,41
ENSG00000169507,SLC38A11,0.05564225085028326,1.3522516439934407e-13,8.838116566023436e-13,357,0.15510103199766795,295
ENSG00000008300,CELSR3,0.055628185873058136,1.3233858453531866e-13,8.656127940631915e-13,275,0.11354892148650465,236
ENSG00000172893,DHCR7,0.05562416738670526,1.4366285938649526e-13,9.375135173358892e-13,596,0.25700037244543683,443
ENSG00000055483,USP36,0.05561131031520292,1.5210055437364645e-13,9.914312952136877e-13,1682,0.9259953547345223,1062
ENSG00000169213,RAB3B,0.05557918745262623,1.383337888682945e-13,9.030847348760358e-13,264,0.13901660800984716,230
ENSG00000172935,MRGPRF,0.05556998483138356,1.4810375148499588e-13,9.657503856448538e-13,499,0.289240906812389,415
ENSG00000154380,ENAH,0.05556390669746271,1.5920598173124745e-13,1.0369489874266499e-12,1247,0.6155139560186472,818
ENSG00000172243,CLEC7A,0.055535217002972044,1.645350522494482e-13,1.0708358064633953e-12,1242,0.6225011732712402,848
ENSG00000132563,REEP2,0.055527686270659064,1.4410694859634532e-13,9.400497139293722e-13,240,0.11350581910563409,203
ENSG00000136193,SCRN1,0.05551709628927858,1.6431300764452317e-13,1.0698013562232127e-12,909,0.4026335917387446,665
ENSG00000188725,SMIM15,0.055503021562276954,1.7008616737257398e-13,1.1056905220991638e-12,1439,0.6269387123857534,879
ENSG00000173511,VEGFB,0.05550161538602489,1.7053025658242404e-13,1.1081525374083622e-12,2240,1.164762511931447,1233
ENSG00000144746,ARL6IP5,0.05549289098522678,1.7208456881689926e-13,1.1173963154813138e-12,2268,1.102742116121145,1220
ENSG00000156467,UQCRB,0.05548753036776504,1.687538997430238e-13,1.0974505624254797e-12,7352,3.5268108395213846,1740
ENSG00000198729,PPP1R14C,0.05546661031105926,1.5698553568199713e-13,1.0228796202738585e-12,360,0.15272643826219787,274
ENSG00000198911,SREBF2,0.055458208292004256,1.7785772854495008e-13,1.1539992077118574e-12,1570,0.7287500469255577,961
ENSG00000047936,ROS1,0.05543216445322078,3.907985046680551e-14,2.614679498082954e-13,32,0.011497377328717437,28
ENSG00000126267,COX6B1,0.05540938659509834,1.865174681370263e-13,1.209260862254357e-12,4475,2.023171719587846,1526
ENSG00000057294,PKP2,0.05532184852886995,1.8340884366807586e-13,1.1895614137523176e-12,309,0.11951424265467277,260
ENSG00000184860,SDR42E1,0.0553178394525967,1.7208456881689926e-13,1.1173963154813138e-12,228,0.08390190944981789,199
ENSG00000198722,UNC13B,0.05530872952848891,2.0050627824730327e-13,1.2984657912164934e-12,673,0.29211542042728394,528
ENSG00000140254,DUOXA1,0.05525965534895799,7.949196856316121e-14,5.248079575622411e-13,38,0.018427475553911013,37
ENSG00000125637,PSD4,0.05525707990137731,2.156053113822054e-13,1.3930535248376184e-12,1286,0.5758328404863187,853
ENSG00000166797,CIAO2A,0.055254172119802124,2.1715962361668062e-13,1.4025616223989346e-12,1349,0.5889888399999581,853
ENSG00000196683,TOMM7,0.055252083347269214,2.142730437526552e-13,1.384973383066152e-12,6057,2.959206959175554,1697
ENSG00000198408,OGA,0.05524777955794897,2.1826984664130578e-13,1.4086589189024355e-12,3931,1.8452946530291983,1491
ENSG00000173068,BNC2,0.05522673378804697,2.2026824808563106e-13,1.4210151742936792e-12,901,0.5017438970432762,689
ENSG00000169992,NLGN2,0.05520903429976712,2.2515322939398175e-13,1.4514250384583903e-12,1076,0.5529162918106053,781
ENSG00000147140,NONO,0.055193543572948735,2.2670754162845697e-13,1.4608892667308473e-12,6354,2.9227634468828843,1703
ENSG00000135899,SP110,0.05518389641849307,2.324807013565078e-13,1.4969532133681095e-12,1427,0.6571000025387699,893
ENSG00000127184,COX7C,0.05518317193983252,2.284838984678572e-13,1.4717766013009312e-12,6947,3.2023976745294576,1720
ENSG00000170190,SLC16A5,0.05516732599140436,2.1405099914773018e-13,1.3840658426966505e-12,336,0.14693826019651285,279
ENSG00000145087,STXBP5L,0.0551590662555303,1.3788969965844444e-13,9.005323451499488e-13,67,0.035361160015759265,65
ENSG00000136999,CCN3,0.05515667775554006,2.0672352718520415e-13,1.3371959862258493e-12,237,0.14106829741463253,210
ENSG00000106853,PTGR1,0.05514304238224492,2.375877272697835e-13,1.5292567684631394e-12,880,0.40358481235834687,634
ENSG00000132623,ANKEF1,0.05511282533338129,2.1782575743145571e-13,1.4063282145822165e-12,254,0.09387218632512419,214
ENSG00000146938,NLGN4X,0.05508554995385054,2.007283228522283e-13,1.2994074019231306e-12,146,0.08817957678224014,134
ENSG00000057252,SOAT1,0.05506854488254359,2.569056078982612e-13,1.6529706551450175e-12,956,0.4376238959724125,672
ENSG00000116117,PARD3B,0.05502989229087865,2.595701431573616e-13,1.6694811104286453e-12,548,0.2567199909254736,448
ENSG00000160161,CILP2,0.055028612176417385,1.765254609153999e-13,1.145793516217339e-12,77,0.05681881458393092,73
ENSG00000087495,PHACTR3,0.05499910101305063,1.9517720772910252e-13,1.2649213990211025e-12,117,0.04180979783242236,100
ENSG00000242372,EIF6,0.05499691112194449,2.8110846983508964e-13,1.8052700748424658e-12,2245,0.9746668968149206,1105
ENSG00000211872,TRAJ17,0.05493707797587536,2.6978419498391304e-13,1.7338594547980522e-12,341,0.17236043372851978,297
ENSG00000166987,MBD6,0.05487018955196172,3.1730174043786974e-13,2.0346194052131783e-12,2098,0.9397079308773573,1113
ENSG00000146278,PNRC1,0.05484962317176967,3.197442310920451e-13,2.0487315547749554e-12,5215,2.583580261993279,1661
ENSG00000115183,TANC1,0.054810154781852895,3.2884805989397137e-13,2.1062674754221346e-12,861,0.3706927720217915,629
ENSG00000183019,MCEMP1,0.05480947159762648,1.6608936448392342e-13,1.080536870859723e-12,56,0.026881477435790183,51
ENSG00000008282,SYPL1,0.054778142663816046,3.419486915845482e-13,2.1868721679081214e-12,973,0.416028731167732,667
ENSG00000152061,RABGAP1L,0.0547748529950867,3.488320743372242e-13,2.2300524088662517e-12,2499,1.1308178171710295,1226
ENSG00000138685,FGF2,0.054742064999971876,3.3573144264664734e-13,2.1487319285131215e-12,494,0.22793031836410402,374
ENSG00000149923,PPP4C,0.054735328527813626,3.608224830031759e-13,2.3049677380692706e-12,1622,0.7251246471305458,953
ENSG00000211867,TRAJ22,0.05470075237521623,3.3861802251067274e-13,2.166388661753187e-12,333,0.16786439575560125,283
ENSG00000139567,ACVRL1,0.05469889964126221,3.714806240395774e-13,2.3712660014935977e-12,1007,0.49156212901486707,735
ENSG00000108018,SORCS1,0.05468020247336895,2.2426505097428162e-13,1.446249400615432e-12,72,0.03870297006138554,69
ENSG00000108950,FAM20A,0.05465739444714532,3.8324898810060404e-13,2.4454660685952732e-12,916,0.5075233411603126,677
ENSG00000105088,OLFM2,0.054645649642380154,3.630429290524262e-13,2.3182786512824233e-12,379,0.16405059661879393,303
ENSG00000111206,FOXM1,0.05464429844893296,3.1086244689504383e-13,1.9940832102378256e-12,173,0.06731139469993849,141
ENSG00000138760,SCARB2,0.05461939892484056,4.0523140398818214e-13,2.5837883502127265e-12,3219,1.480824864884377,1384
ENSG00000055118,KCNH2,0.054610377593038974,3.352873534367973e-13,2.1467000718155063e-12,217,0.10697257553388963,180
ENSG00000134030,CTIF,0.05460266453112308,4.105604745063829e-13,2.6167828138275244e-12,1990,1.0149085458640328,1123
ENSG00000075785,RAB7A,0.05458755017201028,4.134470543704083e-13,2.6341906650867728e-12,4615,2.1918972392094123,1617
ENSG00000185101,ANO9,0.054574723306275184,3.863576125695545e-13,2.464374327879694e-12,344,0.13742773797971028,285
ENSG00000133606,MKRN1,0.05455393772522798,4.32764934998886e-13,2.753131972972275e-12,1899,0.8416495983318928,1047
ENSG00000095917,TPSD1,0.054545047231579394,2.6068036618198676e-13,1.675985941694882e-12,98,0.04423061201477806,88
ENSG00000186063,AIDA,0.05452746609738971,4.4231285301066237e-13,2.812817745664955e-12,3676,1.6963811705396419,1452
ENSG00000165644,COMTD1,0.05448572870928927,4.2876813211023546e-13,2.729754003678908e-12,476,0.19311234506185845,377
ENSG00000168502,MTCL1,0.05447652526906404,4.2321701698710967e-13,2.6954249834708706e-12,355,0.14114012599234516,292
ENSG00000136059,VILL,0.05446479203059985,4.571898415406395e-13,2.9052460920089964e-12,727,0.3217275223881994,535
ENSG00000003987,MTMR7,0.05444759509936736,2.937650123158164e-13,1.8858356754268655e-12,81,0.03745553332793327,73
ENSG00000158887,MPZ,0.0544353252334919,4.3209880118411093e-13,2.7499260793075886e-12,342,0.16403786840281065,291
ENSG00000163348,PYGO2,0.05441791901638328,4.878319970202938e-13,3.0976418267723075e-12,1185,0.5270495557167183,784
ENSG00000204397,CARD16,0.05441109800709322,4.898303984646191e-13,3.109166819756328e-12,1114,0.5050549898215013,742
ENSG00000121853,GHSR,0.0543992640799401,3.730349362740526e-14,2.4978018600277596e-13,15,0.006913385553331696,15
ENSG00000115084,SLC35F5,0.0543740490522168,5.138112157965224e-13,3.2589432669712837e-12,1650,0.7207115763699435,951
ENSG00000163346,PBXIP1,0.05435752648421182,5.211386877590485e-13,3.3041829888806685e-12,2349,1.1608097206424015,1259
ENSG00000145681,HAPLN1,0.05435507886869172,6.217248937900877e-15,4.305851245636089e-14,9,0.006547494897908306,9
ENSG00000139725,RHOF,0.05434297870430878,5.135891711915974e-13,3.258754045053272e-12,637,0.30954701383148125,512
ENSG00000129103,SUMF2,0.05432996501998665,5.375699885235008e-13,3.4058152411911184e-12,2247,1.0098119889861845,1168
ENSG00000123560,PLP1,0.054285736565750205,2.0095036745715333e-13,1.3003482938429686e-12,43,0.02535415118039713,42
ENSG00000147481,SNTG1,0.05422907350693857,3.5482727867020003e-13,2.26752419245178e-12,75,0.0363550431168619,70
ENSG00000100918,REC8,0.05422050085237979,5.595524044110789e-13,3.542438933676412e-12,740,0.33900041101723644,551
ENSG00000136938,ANP32B,0.05418726692262158,6.17061957086662e-13,3.899242795545012e-12,2720,1.258876256703294,1290
ENSG00000134243,SORT1,0.054179911377132635,6.155076448521868e-13,3.890871219546597e-12,1178,0.5275227149433911,759
ENSG00000143502,SUSD4,0.054179374948735565,5.433431482515516e-13,3.4411056165322397e-12,247,0.10319778363039754,218
ENSG00000130222,GADD45G,0.05416362164041315,5.262457136723242e-13,3.3353158241497512e-12,324,0.15040290175469986,269
ENSG00000138964,PARVG,0.05415998423224645,6.199485369506874e-13,3.9160236570275534e-12,1084,0.5979933024397499,756
ENSG00000253313,C1orf210,0.05414146126457493,3.015365734881925e-13,1.934992833807273e-12,163,0.06496268955300226,139
ENSG00000125827,TMX4,0.05412728051469144,6.481482017761664e-13,4.091103727815758e-12,1832,0.9412466346420681,1103
ENSG00000066322,ELOVL1,0.05412712686996847,6.474820679613913e-13,4.088421221682469e-12,1058,0.4716338040403122,741
ENSG00000104522,TSTA3,0.05411374783837741,6.552536291337674e-13,4.13441385498098e-12,1223,0.529852869928962,793
ENSG00000198901,PRC1,0.05409216866636684,5.988542994828094e-13,3.788423803519235e-12,314,0.1353244026211989,257
ENSG00000116396,KCNC4,0.05406595384486308,6.579181643928678e-13,4.1496817556237655e-12,494,0.20071958791350356,390
ENSG00000136636,KCTD3,0.05403497672392675,7.078782005009998e-13,4.461474725388086e-12,1321,0.5846129201009882,851
ENSG00000065609,SNAP91,0.05403150988090997,6.015188347419098e-13,3.8038606207438785e-12,197,0.09789227734543988,172
ENSG00000133026,MYH10,0.05402666744510967,7.16093850883226e-13,4.511577535441923e-12,1458,0.785405992115613,974
ENSG00000046653,GPM6B,0.05402052174585465,4.4941828036826337e-13,2.8569319555168867e-12,90,0.04627717107781719,80
ENSG00000108829,LRRC59,0.05398333265878904,7.434053372890048e-13,4.680168618045967e-12,1393,0.6402274363093733,891
ENSG00000108602,ALDH3A1,0.053982420103144114,3.1885605267234496e-13,2.0438130499081043e-12,51,0.025468692067440398,47
ENSG00000156298,TSPAN7,0.05395981105090956,7.298606163885779e-13,4.596603599647827e-12,565,0.2754027452280401,425
ENSG00000204542,C6orf15,0.053959204946006,0.0,0.0,5,0.0015440847625330305,4
ENSG00000060709,RIMBP2,0.05391596541675202,6.639133687258436e-13,4.185937989355877e-12,213,0.10398994536940952,180
ENSG00000101421,CHMP4B,0.053901598889958255,8.091305403468141e-13,5.0920561176836996e-12,3722,1.715250072473041,1461
ENSG00000198355,PIM3,0.053870989715572505,8.291145547900669e-13,5.215884290133875e-12,1452,0.6529510182593321,915
ENSG00000169895,SYAP1,0.053851116107170624,8.419931418757187e-13,5.2929743149280436e-12,1492,0.7697356193865819,967
ENSG00000182287,AP1S2,0.05384493151409461,8.397726958264684e-13,5.280974141336033e-12,1072,0.4817629558467435,724
ENSG00000111885,MAN1A1,0.053841888205139646,8.570921750106208e-13,5.385893526734642e-12,1843,0.9445584174662868,1102
ENSG00000136436,CALCOCO2,0.053811887938941955,8.844036614163997e-13,5.555457456707536e-12,2576,1.19758449314831,1253
ENSG00000105483,CARD8,0.05378695783775933,9.019451852054772e-13,5.663547655545799e-12,2755,1.4099405139538375,1352
ENSG00000187531,SIRT7,0.053752390308961825,9.166001291305292e-13,5.7513096185340465e-12,799,0.3548526432065045,598
ENSG00000175066,GK5,0.053718034073930276,9.423573033018329e-13,5.9107383352494546e-12,712,0.3025534022348651,537
ENSG00000144560,VGLL4,0.053713595406922776,9.71001057337162e-13,6.083648161897356e-12,1951,0.9095819865034476,1101
ENSG00000168386,FILIP1L,0.053702214321970275,9.801048861390882e-13,6.138418263613632e-12,2530,1.286732978082151,1304
ENSG00000177272,KCNA3,0.05361930052588072,9.594547378810603e-13,6.013528882083363e-12,349,0.17798339035929026,284
ENSG00000162739,SLAMF6,0.05361148598835683,9.543477119677846e-13,5.983731918898603e-12,299,0.15142827227637634,255
ENSG00000111275,ALDH2,0.053597657896818536,1.0815792705898275e-12,6.7689534712365945e-12,1775,0.8165530787722076,1008
ENSG00000150594,ADRA2A,0.053574833652356726,9.969802761133906e-13,6.241803397794101e-12,385,0.17873555020785126,314
ENSG00000079691,CARMIL1,0.05353148822806581,1.1235457009206584e-12,7.02381777780562e-12,662,0.28255449515434866,504
ENSG00000143727,ACP1,0.053530468225534346,1.1473044736476368e-12,7.167059707524699e-12,1390,0.6167261835363781,871
ENSG00000173812,EIF1,0.053529766480785515,1.1253220577600587e-12,7.032329586164406e-12,7478,3.568054608894159,1749
ENSG00000151690,MFSD6,0.05350039488157304,1.1159961843532074e-12,6.979195613989036e-12,418,0.17782269342343612,348
ENSG00000271447,MMP28,0.05348137270795766,1.09934283898383e-12,6.877586159458249e-12,354,0.16854477095514722,304
ENSG00000163882,POLR2H,0.05344208210567594,1.2514433933574765e-12,7.806096869382876e-12,1881,0.8461839990040857,1038
ENSG00000123219,CENPK,0.05340038903813022,1.1610712391529887e-12,7.250387399115937e-12,255,0.1032520079339707,229
ENSG00000013306,SLC25A39,0.053395317944123846,1.3153922395758855e-12,8.201971323931432e-12,2037,0.9097147811534834,1095
ENSG00000079931,MOXD1,0.0533483858788769,1.3413714583521141e-12,8.360886656213877e-12,770,0.42923045417992756,594
ENSG00000116031,CD207,0.05333225497147768,5.704325900524054e-13,3.609971680383905e-12,86,0.03973446071945265,73
ENSG00000180440,SERTM1,0.05325193936314094,4.82280881897168e-13,3.063540678787781e-12,28,0.013226108153897681,28
ENSG00000171560,FGA,0.05325153792327821,9.14823772291129e-13,5.742288869094335e-12,137,0.054026030371821465,110
ENSG00000136521,NDUFB5,0.053193245028888496,1.5807355424612979e-12,9.834785463078475e-12,1248,0.5413367157524182,807
ENSG00000164976,MYORG,0.05313985145710882,1.3768985951401191e-12,8.579176325617634e-12,167,0.06702022115786656,152
ENSG00000214491,SEC14L6,0.05313817832456327,1.4204193377054253e-12,8.847093846971999e-12,212,0.09459171698019196,183
ENSG00000184613,NELL2,0.05307253872428911,1.5787371410169726e-12,9.82595796211518e-12,276,0.14196662069711186,238
ENSG00000116962,NID1,0.05305572582963834,1.80899739632423e-12,1.1242573994604471e-11,1747,0.9138722266770174,1079
ENSG00000213694,S1PR3,0.0530233332169242,1.7548185127225224e-12,1.0913863926888351e-11,535,0.258959162871083,424
ENSG00000112531,QKI,0.05301736912904396,1.8558488079634117e-12,1.1525296956121494e-11,6029,3.0490109763264663,1709
ENSG00000116791,CRYZ,0.053008640530353625,1.8476331575811855e-12,1.147848023218447e-11,794,0.34251803439576733,562
ENSG00000129084,PSMA1,0.053000418447859785,1.9098056469601943e-12,1.1851700197131455e-11,2527,1.1655410261688084,1248
ENSG00000120137,PANK3,0.052983560676122816,1.9257928585147965e-12,1.19465393791657e-11,1130,0.4990883833887208,773
ENSG00000100266,PACSIN2,0.05297781323860632,1.9471091405875995e-12,1.206994090293315e-11,1604,0.7195140917739131,945
ENSG00000004897,CDC27,0.05297144789674553,1.9617640845126516e-12,1.2151899265190901e-11,1362,0.6189808154364436,909
ENSG00000160803,UBQLN4,0.05297015658161033,1.957767281624001e-12,1.2131574010472703e-11,1262,0.5572913163000678,811
ENSG00000168298,HIST1H1E,0.052963014995424926,1.9679813334505525e-12,1.2181509867586955e-11,4474,2.0977860121798773,1553
ENSG00000111266,DUSP16,0.0529577841667523,1.9391155348102984e-12,1.2024785946296195e-11,798,0.35080575931120195,596
ENSG00000144381,HSPD1,0.05295271646191848,1.9910739723627557e-12,1.2319951871327796e-11,3746,1.7071618918341747,1456
ENSG00000168385,SEPTIN2,0.05290981447481101,2.02171612784241e-12,1.2504989139525801e-11,8421,3.9008760474722775,1776
ENSG00000144649,GASK1A,0.05290777352496222,1.963984530561902e-12,1.2161210274341302e-11,406,0.2202693372285648,357
ENSG00000135451,TROAP,0.05289745567445702,1.7830181775480014e-12,1.1085181584946393e-11,220,0.08896576365977622,176
ENSG00000186716,BCR,0.052882124484362414,2.134292742539401e-12,1.3186880159261299e-11,1688,0.7396381000775384,966
ENSG00000100911,PSME2,0.052861145119979816,2.1798118865490324e-12,1.3453414897907642e-11,2837,1.294644246303008,1300
ENSG00000149527,PLCH2,0.0528568522081295,1.906919067096169e-12,1.1838120052562594e-11,278,0.12974517676709937,232
ENSG00000154277,UCHL1,0.05284651231806967,2.149169731069378e-12,1.327396124610209e-11,759,0.4190325930545303,567
ENSG00000140280,LYSMD2,0.05284028621633076,2.1669332994633805e-12,1.3378800859104935e-11,697,0.3012380234664139,535
ENSG00000124422,USP22,0.052811482780162546,2.248645714075792e-12,1.387319484586644e-11,5895,2.973378615349885,1729
ENSG00000137767,SQOR,0.052806070862612166,2.291722367431248e-12,1.4128676733610682e-11,2031,0.9341590382153289,1129
ENSG00000105467,SYNGR4,0.05279630167801308,1.2032597140887447e-12,7.511069658564276e-12,64,0.030518381854200423,54
ENSG00000250479,CHCHD10,0.05278086580849128,2.3381296898605797e-12,1.4409542261685304e-11,1518,0.6619769521260617,881
ENSG00000137720,C11orf1,0.05276975529075558,2.283728761653947e-12,1.408451706987305e-11,606,0.25197759098108097,466
ENSG00000143320,CRABP2,0.052713140102494005,2.1249668691325496e-12,1.3138835995358587e-11,325,0.193569876202497,282
ENSG00000173230,GOLGB1,0.052710782776241596,2.510658347887329e-12,1.5461569789350446e-11,3064,1.4111404308364395,1368
ENSG00000198739,LRRTM3,0.052709478136017604,1.4925838343060605e-12,9.293156932363184e-12,66,0.028845783208627712,60
ENSG00000071575,TRIB2,0.05270833367224919,2.5053292773691282e-12,1.5434357764722457e-11,1720,0.8195668599076594,1020
