Sample ID,Number of Spots Under Tissue,Number of Reads,Mean Reads per Spot,Mean Reads Under Tissue per Spot,Fraction of Spots Under Tissue,Median Genes per Spot,Median UMI Counts per Spot,Valid Barcodes,Valid UMIs,Sequencing Saturation,Q30 Bases in Barcode,Q30 Bases in RNA Read,Q30 Bases in UMI,Reads Mapped to Genome,Reads Mapped Confidently to Genome,Reads Mapped Confidently to Intergenic Regions,Reads Mapped Confidently to Intronic Regions,Reads Mapped Confidently to Exonic Regions,Reads Mapped Confidently to Transcriptome,Reads Mapped Antisense to Gene,Fraction Reads in Spots Under Tissue,Total Genes Detected
VI_116_4,1351,204717317.0,151530.21243523317,104958.7690599556,0.27063301282051283,716.0,1007.0,0.9697152195483296,0.9994204300752926,0.9789169611526288,0.9759987833854192,0.9238303906802688,0.979446857199677,0.9507248671102896,0.7842012700860084,0.017975636130479377,0.022984489387382897,0.7432411445681462,0.7123392008893903,0.015791775934617197,0.8141329793061625,18418
