Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000129083,COPB1,0.06609946983085078,0.7147322063200141,1.0,0.03753152474148677,-0.7205445767571903,0.7498911869222955,0.054478894913379566,0.30802424376567306,1.0
ENSG00000129084,PSMA1,0.1440629470672389,0.12015017611650824,1.0,0.13275039306711062,-0.09238379597057156,1.0,0.13619723728344893,0.024505372007549653,1.0
ENSG00000152270,PDE3B,0.023728014811074644,0.9045567652000317,1.0,0.011120451775255339,-1.0158920725412353,0.7981681702229025,0.021186236910758723,0.6604892716128505,1.0
ENSG00000186104,CYP2R1,0.02033829840949255,0.4757134663961571,1.0,0.014595592955022631,-0.43241918996056583,1.0,0.01815963163779319,0.3345776628069901,1.0
ENSG00000175868,CALCB,0.0,0.5826286703126691,1.0,0.0006950282359534587,0.35607670484572296,1.0,0.0,1.6146855819997263,1.0
ENSG00000188487,INSC,0.0,0.5826286703126691,1.0,0.0006950282359534587,0.35607670484572296,1.0,0.0,1.6146855819997263,1.0
ENSG00000110693,SOX6,0.0,0.5826286703126691,1.0,0.0006950282359534587,0.35607670484572296,1.0,0.0,1.6146855819997263,1.0
ENSG00000110696,C11orf58,0.11016578305141798,-0.2977897139346579,1.0,0.13344542130306405,0.09055274698623039,1.0,0.1513302636482766,0.2758836685479671,1.0
ENSG00000166689,PLEKHA7,0.011864007405537322,0.33470115686908475,1.0,0.008340338831441503,-0.750838499070789,1.0,0.01815963163779319,1.1001124091699666,0.9209888916334255
ENSG00000110700,RPS13,1.5592695447277622,-0.20874989758646656,1.0,1.843909909984526,0.22322592242026962,0.9892993576123832,1.6162072157635938,-0.125243255753256,1.0
ENSG00000011405,PIK3C2A,0.018643440208701505,-0.08033634240975918,1.0,0.01598564942692955,-0.7594005125742127,0.9043780981466196,0.042372473821517445,1.3922931606632778,0.3077276509066066
ENSG00000070081,NUCB2,0.02881258941344778,-0.37672934518998424,1.0,0.03753152474148677,0.09304229901192862,1.0,0.04539907909448297,0.4447605805574133,1.0
ENSG00000188211,NCR3LG1,0.0,0.5826286703126691,1.0,0.0,-1.643923295154277,1.0,0.0030266052729655316,3.6146855819997263,0.8921510644056264
ENSG00000260196,AC124798.1,0.005084574602373137,0.7752737482550653,1.0,0.0034751411797672932,-0.3808888893204836,1.0,0.0030266052729655316,0.4447605805574133,1.0
ENSG00000187486,KCNJ11,0.001694858200791046,0.997666169591513,1.0,0.0006950282359534587,-1.228885795875435,1.0,0.0030266052729655316,2.0297230812785685,1.0
ENSG00000006071,ABCC8,0.001694858200791046,2.582628670312669,1.0,0.0,-1.643923295154277,1.0,0.0,1.6146855819997263,1.0
ENSG00000006611,USH1C,0.010169149204746274,1.068055497482911,1.0,0.006255254123581128,-0.12935012232451903,1.0,0.0,-1.3853144180002746,1.0
ENSG00000129158,SERGEF,0.010169149204746274,-0.6974792488800654,1.0,0.020155818842650303,0.8035356818169435,0.9924033026245416,0.012106421091862126,-0.23331132455522496,1.0
ENSG00000129167,TPH1,0.001694858200791046,0.26070057542530733,1.0,0.002085084707860376,-0.2288857958754349,1.0,0.0030266052729655316,1.2927574871123628,1.0
ENSG00000166788,SAAL1,0.018643440208701505,0.21339486064695112,1.0,0.020155818842650303,0.562527582313149,1.0,0.0030266052729655316,-1.7428664226183583,0.6783543169665499
ENSG00000148965,SAA4,0.001694858200791046,1.582628670312669,1.0,0.0,-2.228885795875435,0.9747828337255402,0.0030266052729655316,2.6146855819997263,1.0
ENSG00000134339,SAA2,0.03728688041740301,0.24820963124211026,1.0,0.019460790606696844,-1.486382018167797,0.012899134269580503,0.08777155291600042,1.8491508356367476,0.0025450373918941343
ENSG00000173432,SAA1,0.19829840949255237,-0.11592886225044641,1.0,0.11815480011208797,-1.5923929945141955,3.74567871470403e-09,0.6416403178686927,2.1794702007832516,4.1251713660021077e-13
ENSG00000110756,HPS5,0.015253723807119413,-0.1829060760503074,1.0,0.018765762370743386,0.1634316269033267,1.0,0.01815963163779319,0.21258713842837995,1.0
ENSG00000110768,GTF2H1,0.03728688041740301,0.4914807822544738,1.0,0.025021016494324512,-0.5637529464702942,0.954801654517633,0.03631926327558638,0.4324822507789756,1.0
ENSG00000134333,LDHA,0.24575443911470166,-0.09173291546159379,1.0,0.2641107296623143,0.07797485092298695,1.0,0.2572614482020702,0.0020313474095206008,1.0
