Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000157911,PEX10,0.02593215872749704,0.048669084615995395,1.0,0.02374390224732642,0.0035992247969209856,1.0,0.01023894255210981,-0.3876444657960745,1.0,0.03120407259849491,0.48983632993239556,1.0
ENSG00000149527,PLCH2,0.020504497598486028,0.08109056230837286,1.0,0.018467479525698327,0.024558843432566313,1.0,0.02047788510421962,0.5806466744765881,1.0,0.017830898627711377,0.10722030834592822,1.0
ENSG00000224387,AL139246.1,0.0006030734587790009,-0.24083753257898977,1.0,0.0,1.3821108480506492,1.0,0.0,3.5192461298124433,1.0,0.0,2.244723832095864,1.0
ENSG00000157881,PANK4,0.025329085268718035,1.3780723000655044,0.44719399861454506,0.010552845443256187,-0.7878141533916612,1.0,0.01023894255210981,-0.06571637090871274,1.0,0.004457724656927844,-1.3402386686252923,1.0
ENSG00000197921,HES5,0.0006030734587790009,-0.24083753257898977,1.0,0.0,1.3821108480506492,1.0,0.0,3.5192461298124433,1.0,0.0,2.244723832095864,1.0
ENSG00000272449,AL139246.5,0.018092203763370025,0.3914306829205234,1.0,0.018467479525698327,0.3377167286921967,1.0,0.01023894255210981,0.23384391095019552,1.0,0.004457724656927844,-1.040678386766384,1.0
ENSG00000238164,TNFRSF14-AS1,0.04342128903208806,0.1940995241375587,1.0,0.04221138177302475,0.09453425795406467,1.0,0.05119471276054905,0.5496197788559636,1.0,0.022288623284639222,-0.7249025188606177,1.0
ENSG00000157873,TNFRSF14,0.2810322317910144,-0.010183413412976794,1.0,0.33505284282338393,0.31064848549402635,1.0,0.31740721911540415,0.2109070996730369,1.0,0.17830898627711378,-0.6854365428355023,0.8354746726254818
ENSG00000228037,AL139246.3,0.004824587670232007,-1.2408375325789898,0.9515436381804852,0.00791463408244214,0.5747559259930464,1.0,0.01023894255210981,1.5192461298124433,1.0,0.017830898627711377,1.8662122088421338,0.7996205052030285
ENSG00000157870,PRXL2B,0.05307046437255208,0.06497089694509572,1.0,0.07123170674197926,0.5895529279211273,1.0,0.04095577020843924,-0.06571637090871185,1.0,0.017830898627711377,-1.3402386686252932,0.6125878460843297
ENSG00000142606,MMEL1,0.0036184407526740053,-0.7554107054087478,1.0,0.00791463408244214,1.382110848050651,1.0,0.0,1.059814511175147,1.0,0.004457724656927844,0.9227957372085012,1.0
ENSG00000215912,TTC34,0.0018092203763370026,0.7591624674210102,1.0,0.0,0.3821108480506492,1.0,0.0,2.5192461298124433,1.0,0.0,1.2447238320958638,1.0
ENSG00000177133,PRDM16-DT,0.0006030734587790009,-1.2408375325789898,1.0,0.0026382113608140467,2.38211084805065,1.0,0.0,2.9342836290912873,1.0,0.0,1.6597613313747077,1.0
ENSG00000142611,PRDM16,0.004221514211453006,-0.5627656274663515,1.0,0.0026382113608140467,-0.07732077058664633,1.0,0.01023894255210981,2.059814511175147,1.0,0.008915449313855689,1.5077582379296572,1.0
ENSG00000130762,ARHGEF16,0.004824587670232007,-0.07091253113667761,1.0,0.0052764227216280934,0.6451452538844444,1.0,0.0,0.9342836290912873,1.0,0.004457724656927844,0.7852922134585665,1.0
ENSG00000162591,MEGF6,0.05849812550156309,-0.3265674066048736,1.0,0.07123170674197926,0.2587284325453685,1.0,0.11262836807320792,0.9956841737554316,1.0,0.05795042054006198,-0.035384087096871575,1.0
ENSG00000158109,TPRG1L,0.06633808046569009,0.1960263291530322,1.0,0.06859349538116521,0.17121406555203222,1.0,0.05119471276054905,-0.0856159283464164,1.0,0.040119521912350596,-0.5830951925214563,1.0
