Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000237436,CAMTA1-DT,0.0012563806326118469,-4.575181253536371,1.0,0.0,4.575181253536371,1.0
ENSG00000171735,CAMTA1,0.09649003258458984,-1.571429118675265,1.0,0.26088537811694446,1.571429118675265,1.0
ENSG00000269978,AL359881.1,0.0007538283795671081,-5.160143754257527,1.0,0.0,5.160143754257527,1.0
ENSG00000049245,VAMP3,0.1198587123511702,-0.2592769462767799,1.0,0.11180801919297619,0.2592769462767799,1.0
ENSG00000049246,PER3,0.02412250814614746,-0.5602309120704003,1.0,0.0,0.5602309120704003,1.0
ENSG00000049247,UTS2,0.002010209012178955,-3.990218752815215,1.0,0.0,3.990218752815215,1.0
ENSG00000049249,TNFRSF9,0.0025127612652236938,-3.700712135620231,1.0,0.0,3.700712135620231,1.0
ENSG00000116288,PARK7,0.8211703814751031,0.2665623940661524,1.0,0.6708481151578571,-0.2665623940661524,1.0
ENSG00000284747,AL034417.4,0.0010051045060894776,-4.8382156593701655,1.0,0.0,4.8382156593701655,1.0
ENSG00000116285,ERRFI1,0.1804162588430612,-0.4776507158758345,1.0,0.22361603838595237,0.4776507158758345,1.0
ENSG00000162426,SLC45A1,0.003517865771313171,-3.2532531586490094,1.0,0.0,3.2532531586490094,1.0
ENSG00000142599,RERE,0.08091091274020294,-1.1466814944509656,1.0,0.14907735892396826,1.1466814944509656,1.0
ENSG00000232912,RERE-AS1,0.0007538283795671081,-5.160143754257527,1.0,0.0,5.160143754257527,1.0
ENSG00000074800,ENO1,2.0732793199360695,0.6409309860000068,1.0,1.3416962303157143,-0.6409309860000068,1.0
ENSG00000142583,SLC2A5,0.02010209012178955,-0.820293751372903,1.0,0.0,0.820293751372903,1.0
ENSG00000180758,GPR157,0.013066358579163207,-1.4322232996943285,1.0,0.0,1.4322232996943285,1.0
ENSG00000228526,MIR34AHG,0.006784455416103973,-2.3527888321999235,1.0,0.0,2.3527888321999235,1.0
ENSG00000234546,LNCTAM34A,0.004271694150880279,-2.990218752815215,1.0,0.0,2.990218752815215,1.0
ENSG00000049239,H6PD,0.12463295875509521,-0.7880042134163983,1.0,0.1863466986549603,0.7880042134163983,1.0
ENSG00000171621,SPSB1,0.14247356373818343,-0.010396634752846357,1.0,0.11180801919297619,0.010396634752846357,1.0
