Sample ID,Number of Spots Under Tissue,Number of Reads,Mean Reads per Spot,Mean Reads Under Tissue per Spot,Fraction of Spots Under Tissue,Median Genes per Spot,Median UMI Counts per Spot,Valid Barcodes,Valid UMIs,Sequencing Saturation,Q30 Bases in Barcode,Q30 Bases in RNA Read,Q30 Bases in UMI,Reads Mapped to Genome,Reads Mapped Confidently to Genome,Reads Mapped Confidently to Intergenic Regions,Reads Mapped Confidently to Intronic Regions,Reads Mapped Confidently to Exonic Regions,Reads Mapped Confidently to Transcriptome,Reads Mapped Antisense to Gene,Fraction Reads in Spots Under Tissue,Total Genes Detected
1541,3006,479445727.0,159496.249833666,134148.73386560212,0.6021634615384616,1360.5,2920.5,0.9624148324091748,0.996993872468072,0.9635311118988528,0.9694327683040695,0.9187230748974532,0.9701246880094035,0.9206147477042798,0.8528279155984636,0.023391052143009294,0.01650503394725218,0.8129318295082021,0.7859171430262846,0.008978607499405246,0.9170582729591439,20423
