Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000187634,SAMD11,0.2131245233685587,1.067913471982111,0.00030743213667855807,0.10105420522372786,-1.067913471982111,0.00030743213667855807
ENSG00000188976,NOC2L,0.38257598866978976,0.0123098528627279,1.0,0.37921371857151487,-0.0123098528627279,1.0
ENSG00000187961,KLHL17,0.08123188800522933,0.15082710926770426,0.8333214452865054,0.0729257151099067,-0.15082710926770426,0.8333214452865054
ENSG00000187583,PLEKHN1,0.08385227148926899,-1.1698016190021656,4.494850691195876e-05,0.18960685928575743,1.1698016190021656,4.494850691195876e-05
ENSG00000187642,PERM1,0.001746922322693104,0.3309478778159036,1.0,0.0010417959301415242,-0.3309478778159036,1.0
ENSG00000188290,HES4,0.9564399716744745,-0.3284100485902065,0.24072708663694378,1.2011907074531776,0.3284100485902065,0.24072708663685827
ENSG00000187608,ISG15,0.8778284671532848,-1.5078174753931581,1.4900447806394576e-12,2.498226640479375,1.5078174753931581,1.4900447806391188e-12
ENSG00000188157,AGRN,0.7826212005665106,-1.5503042276868728,3.0409068089004687e-14,2.2940346381716368,1.5503042276868728,3.0409068089004687e-14
ENSG00000237330,RNF223,0.0,-1.2540146229052525,0.7050467547072417,0.0010417959301415242,1.2540146229052525,0.7050467547072317
ENSG00000131591,C1orf159,0.14237416929948798,-0.24519077251824495,0.58197464762881,0.16877094068292695,0.24519077251824495,0.58197464762881
ENSG00000162571,TTLL10,0.007861150452118968,-0.932086528017888,0.3042049777300331,0.015626938952122863,0.932086528017888,0.3042049777300331
ENSG00000186891,TNFRSF18,0.1126764898137052,0.8376158525603175,0.021139584099413668,0.06250775580849145,-0.8376158525603175,0.021139584099413668
ENSG00000186827,TNFRSF4,0.16683108181719145,0.6444473506326873,0.04966592467456515,0.10626318487443548,-0.6444473506326873,0.04966592467456515
